SetupTitle, Forming,,,,,,,,,,,,,,
DataValue,1.18,-5.06E-09,,,,,,,,,,,,,
DataValue,1.2,-2.86E-09,,,,,,,,,,,,,
DataValue,1.22,-5.25E-10,,,,,,,,,,,,,
DataValue,1.24,-4.73E-09,,,,,,,,,,,,,
DataValue,1.26,-2.41E-09,,,,,,,,,,,,,
DataValue,1.28,-3.54E-09,,,,,,,,,,,,,
DataValue,1.3,-4.57E-09,,,,,,,,,,,,,
DataValue,1.32,-5.50E-09,,,,,,,,,,,,,
DataValue,1.34,-3.33E-09,,,,,,,,,,,,,
DataValue,1.36,-4.46E-09,,,,,,,,,,,,,
DataValue,1.38,-2.54E-09,,,,,,,,,,,,,
DataValue,1.4,-3.58E-09,,,,,,,,,,,,,
DataValue,1.42,-4.59E-09,,,,,,,,,,,,,
DataValue,1.44,-1.84E-09,,,,,,,,,,,,,
DataValue,1.46,-2.96E-09,,,,,,,,,,,,,
DataValue,1.48,-4.57E-09,,,,,,,,,,,,,
DataValue,1.5,-5.03E-09,,,,,,,,,,,,,
DataValue,1.52,-5.26E-09,,,,,,,,,,,,,
DataValue,1.54,4.22E-10,,,,,,,,,,,,,
DataValue,1.56,-3.78E-10,,,,,,,,,,,,,
DataValue,1.58,-2.31E-09,,,,,,,,,,,,,
DataValue,1.6,-4.45E-09,,,,,,,,,,,,,
DataValue,1.62,-4.24E-09,,,,,,,,,,,,,
DataValue,1.64,-4.22E-09,,,,,,,,,,,,,
DataValue,1.66,3.85E-09,,,,,,,,,,,,,
DataValue,1.68,-3.95E-09,,,,,,,,,,,,,
DataValue,1.7,-1.78E-10,,,,,,,,,,,,,
DataValue,1.72,-5.70E-12,,,,,,,,,,,,,
DataValue,1.74,-3.62E-10,,,,,,,,,,,,,
DataValue,1.76,-3.71E-09,,,,,,,,,,,,,
DataValue,1.78,5.11E-10,,,,,,,,,,,,,
DataValue,1.8,6.73E-09,,,,,,,,,,,,,
DataValue,1.82,1.31E-08,,,,,,,,,,,,,
DataValue,1.84,8.31E-09,,,,,,,,,,,,,
DataValue,1.86,1.10E-08,,,,,,,,,,,,,
DataValue,1.88,1.09E-08,,,,,,,,,,,,,
DataValue,1.9,8.55E-09,,,,,,,,,,,,,
DataValue,1.92,8.85E-09,,,,,,,,,,,,,
DataValue,1.94,1.13E-08,,,,,,,,,,,,,
DataValue,1.96,8.49E-09,,,,,,,,,,,,,
DataValue,1.98,1.32E-08,,,,,,,,,,,,,
DataValue,2,1.44E-08,,,,,,,,,,,,,
DataValue,2.02,1.38E-08,,,,,,,,,,,,,
DataValue,2.04,1.36E-08,,,,,,,,,,,,,
DataValue,2.06,1.19E-08,,,,,,,,,,,,,
DataValue,2.08,1.27E-08,,,,,,,,,,,,,
DataValue,2.1,1.70E-08,,,,,,,,,,,,,
DataValue,2.12,1.33E-08,,,,,,,,,,,,,
DataValue,2.14,1.43E-08,,,,,,,,,,,,,
DataValue,2.16,1.78E-08,,,,,,,,,,,,,
DataValue,2.18,2.61E-08,,,,,,,,,,,,,
DataValue,2.2,3.32E-08,,,,,,,,,,,,,
DataValue,2.22,1.78E-08,,,,,,,,,,,,,
DataValue,2.24,1.09E-08,,,,,,,,,,,,,
DataValue,2.26,1.30E-08,,,,,,,,,,,,,
DataValue,2.28,1.43E-08,,,,,,,,,,,,,
DataValue,2.3,1.78E-08,,,,,,,,,,,,,
DataValue,2.32,1.99E-08,,,,,,,,,,,,,
DataValue,2.34,1.87E-08,,,,,,,,,,,,,
DataValue,2.36,2.43E-08,,,,,,,,,,,,,
DataValue,2.38,1.27E-08,,,,,,,,,,,,,
DataValue,2.4,1.18E-08,,,,,,,,,,,,,
DataValue,2.42,1.53E-08,,,,,,,,,,,,,
DataValue,2.44,1.51E-08,,,,,,,,,,,,,
DataValue,2.46,1.87E-08,,,,,,,,,,,,,
DataValue,2.48,1.52E-08,,,,,,,,,,,,,
DataValue,2.5,1.71E-08,,,,,,,,,,,,,
DataValue,2.52,1.72E-08,,,,,,,,,,,,,
DataValue,2.54,1.89E-08,,,,,,,,,,,,,
DataValue,2.56,2.93E-08,,,,,,,,,,,,,
DataValue,2.58,3.31E-08,,,,,,,,,,,,,
DataValue,2.6,4.13E-08,,,,,,,,,,,,,
DataValue,2.62,6.15E-09,,,,,,,,,,,,,
DataValue,2.64,1.37E-08,,,,,,,,,,,,,
DataValue,2.66,1.94E-08,,,,,,,,,,,,,
DataValue,2.68,2.48E-08,,,,,,,,,,,,,
DataValue,2.7,2.79E-08,,,,,,,,,,,,,
DataValue,2.72,2.02E-08,,,,,,,,,,,,,
DataValue,2.74,1.75E-08,,,,,,,,,,,,,
DataValue,2.76,2.95E-08,,,,,,,,,,,,,
DataValue,2.78,3.41E-08,,,,,,,,,,,,,
DataValue,2.8,2.21E-08,,,,,,,,,,,,,
DataValue,2.82,1.73E-08,,,,,,,,,,,,,
DataValue,2.84,3.98E-08,,,,,,,,,,,,,
DataValue,2.86,3.51E-08,,,,,,,,,,,,,
DataValue,2.88,4.94E-08,,,,,,,,,,,,,
DataValue,2.9,4.45E-08,,,,,,,,,,,,,
DataValue,2.92,9.32E-08,,,,,,,,,,,,,
DataValue,2.94,6.55E-08,,,,,,,,,,,,,
DataValue,2.96,1.28E-07,,,,,,,,,,,,,
DataValue,2.98,3.94E-07,,,,,,,,,,,,,
DataValue,3,1.96E-07,,,,,,,,,,,,,
DataValue,3.02,3.24E-07,,,,,,,,,,,,,
DataValue,3.04,4.19E-07,,,,,,,,,,,,,
DataValue,3.06,1.56E-07,,,,,,,,,,,,,
DataValue,3.08,3.43E-07,,,,,,,,,,,,,
DataValue,3.1,1.43E-07,,,,,,,,,,,,,
DataValue,3.12,1.66E-07,,,,,,,,,,,,,
DataValue,3.14,4.66E-07,,,,,,,,,,,,,
DataValue,3.16,5.04E-07,,,,,,,,,,,,,
DataValue,3.18,0.00050004,,,,,,,,,,,,,
DataValue,3.2,0.0005,,,,,,,,,,,,,
DataValue,3.22,0.00050002,,,,,,,,,,,,,
DataValue,3.24,0.00050004,,,,,,,,,,,,,
DataValue,3.26,0.00050002,,,,,,,,,,,,,
DataValue,3.28,0.00050002,,,,,,,,,,,,,
DataValue,3.3,0.00050002,,,,,,,,,,,,,
DataValue,3.32,0.00050002,,,,,,,,,,,,,
DataValue,3.34,0.00050004,,,,,,,,,,,,,
DataValue,3.36,0.00050002,,,,,,,,,,,,,
DataValue,3.38,0.00050002,,,,,,,,,,,,,
DataValue,3.4,0.00050002,,,,,,,,,,,,,
DataValue,3.42,0.00050002,,,,,,,,,,,,,
DataValue,3.44,0.0005,,,,,,,,,,,,,
DataValue,3.46,0.0005,,,,,,,,,,,,,
DataValue,3.48,0.00050002,,,,,,,,,,,,,
DataValue,3.5,0.00050004,,,,,,,,,,,,,
DataValue,3.52,0.00050004,,,,,,,,,,,,,
DataValue,3.54,0.00050002,,,,,,,,,,,,,
DataValue,3.56,0.00050002,,,,,,,,,,,,,
DataValue,3.58,0.0005,,,,,,,,,,,,,
DataValue,3.6,0.00050004,,,,,,,,,,,,,
DataValue,3.62,0.00050002,,,,,,,,,,,,,
DataValue,3.64,0.0005,,,,,,,,,,,,,
DataValue,3.66,0.00050004,,,,,,,,,,,,,
DataValue,3.68,0.00050004,,,,,,,,,,,,,
DataValue,3.7,0.0005,,,,,,,,,,,,,
DataValue,3.72,0.00050002,,,,,,,,,,,,,
DataValue,3.74,0.00050002,,,,,,,,,,,,,
DataValue,3.76,0.0005,,,,,,,,,,,,,
DataValue,3.78,0.00050002,,,,,,,,,,,,,
DataValue,3.8,0.00050004,,,,,,,,,,,,,
DataValue,3.82,0.00050004,,,,,,,,,,,,,
DataValue,3.84,0.0005,,,,,,,,,,,,,
DataValue,3.86,0.00050002,,,,,,,,,,,,,
DataValue,3.88,0.00050002,,,,,,,,,,,,,
DataValue,3.9,0.00050002,,,,,,,,,,,,,
DataValue,3.92,0.00050002,,,,,,,,,,,,,
DataValue,3.94,0.00050004,,,,,,,,,,,,,
DataValue,3.96,0.00050002,,,,,,,,,,,,,
DataValue,3.98,0.00050002,,,,,,,,,,,,,
DataValue,4,0.0005,,,,,,,,,,,,,
DataValue,4.02,0.00050002,,,,,,,,,,,,,
DataValue,4.04,0.00050002,,,,,,,,,,,,,
DataValue,4.06,0.00050004,,,,,,,,,,,,,
DataValue,4.08,0.00050002,,,,,,,,,,,,,
DataValue,4.1,0.00050002,,,,,,,,,,,,,
DataValue,4.12,0.00050004,,,,,,,,,,,,,
DataValue,4.14,0.0005,,,,,,,,,,,,,
DataValue,4.16,0.0005,,,,,,,,,,,,,
DataValue,4.18,0.00050002,,,,,,,,,,,,,
DataValue,4.2,0.00050002,,,,,,,,,,,,,
DataValue,4.22,0.00050002,,,,,,,,,,,,,
DataValue,4.24,0.00050002,,,,,,,,,,,,,
DataValue,4.26,0.0005,,,,,,,,,,,,,
DataValue,4.28,0.00050004,,,,,,,,,,,,,
DataValue,4.3,0.00050002,,,,,,,,,,,,,
DataValue,4.32,0.00050002,,,,,,,,,,,,,
DataValue,4.34,0.0005,,,,,,,,,,,,,
DataValue,4.36,0.00050004,,,,,,,,,,,,,
DataValue,4.38,0.00050002,,,,,,,,,,,,,
DataValue,4.4,0.00050002,,,,,,,,,,,,,
DataValue,4.42,0.00050004,,,,,,,,,,,,,
DataValue,4.44,0.0005,,,,,,,,,,,,,
DataValue,4.46,0.0005,,,,,,,,,,,,,
DataValue,4.48,0.00050002,,,,,,,,,,,,,
DataValue,4.5,0.0005,,,,,,,,,,,,,
DataValue,4.52,0.00050002,,,,,,,,,,,,,
DataValue,4.54,0.0005,,,,,,,,,,,,,
DataValue,4.56,0.0005,,,,,,,,,,,,,
DataValue,4.58,0.00050002,,,,,,,,,,,,,
DataValue,4.6,0.00050002,,,,,,,,,,,,,
DataValue,4.62,0.0005,,,,,,,,,,,,,
DataValue,4.64,0.0005,,,,,,,,,,,,,
DataValue,4.66,0.00050004,,,,,,,,,,,,,
DataValue,4.68,0.0005,,,,,,,,,,,,,
DataValue,4.7,0.00050002,,,,,,,,,,,,,
DataValue,4.72,0.00050002,,,,,,,,,,,,,
DataValue,4.74,0.00050004,,,,,,,,,,,,,
DataValue,4.76,0.00050002,,,,,,,,,,,,,
DataValue,4.78,0.0005,,,,,,,,,,,,,
DataValue,4.8,0.0005,,,,,,,,,,,,,
DataValue,4.82,0.00050002,,,,,,,,,,,,,
DataValue,4.84,0.00050002,,,,,,,,,,,,,
DataValue,4.86,0.00050002,,,,,,,,,,,,,
DataValue,4.88,0.00050002,,,,,,,,,,,,,
DataValue,4.9,0.00050002,,,,,,,,,,,,,
DataValue,4.92,0.00050002,,,,,,,,,,,,,
DataValue,4.94,0.00050002,,,,,,,,,,,,,
DataValue,4.96,0.00050002,,,,,,,,,,,,,
DataValue,4.98,0.0005,,,,,,,,,,,,,
DataValue,5,0.00050004,,,,,,,,,,,,,
DataValue,5.02,0.00050002,,,,,,,,,,,,,
DataValue,5.04,0.0005,,,,,,,,,,,,,
DataValue,5.06,0.00050004,,,,,,,,,,,,,
DataValue,5.08,0.0005,,,,,,,,,,,,,
DataValue,5.1,0.00050002,,,,,,,,,,,,,
DataValue,5.12,0.0005,,,,,,,,,,,,,
DataValue,5.14,0.0005,,,,,,,,,,,,,
DataValue,5.16,0.00050002,,,,,,,,,,,,,
DataValue,5.18,0.00050002,,,,,,,,,,,,,
DataValue,5.2,0.0005,,,,,,,,,,,,,
DataValue,5.22,0.00050002,,,,,,,,,,,,,
DataValue,5.24,0.00050002,,,,,,,,,,,,,
DataValue,5.26,0.00050002,,,,,,,,,,,,,
DataValue,5.28,0.00050004,,,,,,,,,,,,,
DataValue,5.3,0.00050002,,,,,,,,,,,,,
DataValue,5.32,0.00050002,,,,,,,,,,,,,
DataValue,5.34,0.00050002,,,,,,,,,,,,,
DataValue,5.36,0.00050004,,,,,,,,,,,,,
DataValue,5.38,0.00050002,,,,,,,,,,,,,
DataValue,5.4,0.00050002,,,,,,,,,,,,,
DataValue,5.42,0.0005,,,,,,,,,,,,,
DataValue,5.44,0.00050002,,,,,,,,,,,,,
DataValue,5.46,0.00050002,,,,,,,,,,,,,
DataValue,5.48,0.0005,,,,,,,,,,,,,
DataValue,5.5,0.00050004,,,,,,,,,,,,,
DataValue,5.52,0.00050002,,,,,,,,,,,,,
DataValue,5.54,0.0005,,,,,,,,,,,,,
DataValue,5.56,0.00050004,,,,,,,,,,,,,
DataValue,5.58,0.00050004,,,,,,,,,,,,,
DataValue,5.6,0.0005,,,,,,,,,,,,,
DataValue,5.62,0.0005,,,,,,,,,,,,,
DataValue,5.64,0.00050004,,,,,,,,,,,,,
DataValue,5.66,0.0005,,,,,,,,,,,,,
DataValue,5.68,0.00050002,,,,,,,,,,,,,
DataValue,5.7,0.00050002,,,,,,,,,,,,,
DataValue,5.72,0.00050002,,,,,,,,,,,,,
DataValue,5.74,0.00050002,,,,,,,,,,,,,
DataValue,5.76,0.0005,,,,,,,,,,,,,
DataValue,5.78,0.00050002,,,,,,,,,,,,,
DataValue,5.8,0.00050004,,,,,,,,,,,,,
DataValue,5.82,0.00050002,,,,,,,,,,,,,
DataValue,5.84,0.00050002,,,,,,,,,,,,,
DataValue,5.86,0.00050002,,,,,,,,,,,,,
DataValue,5.88,0.00050002,,,,,,,,,,,,,
DataValue,5.9,0.00050002,,,,,,,,,,,,,
DataValue,5.92,0.0005,,,,,,,,,,,,,
DataValue,5.94,0.00050002,,,,,,,,,,,,,
DataValue,5.96,0.0005,,,,,,,,,,,,,
DataValue,5.98,0.00050002,,,,,,,,,,,,,
DataValue,6,0.00050004,,,,,,,,,,,,,
DataValue,6.02,0.00050002,,,,,,,,,,,,,
DataValue,6.04,0.0005,,,,,,,,,,,,,
DataValue,6.06,0.0005,,,,,,,,,,,,,
DataValue,6.08,0.00050002,,,,,,,,,,,,,
DataValue,6.1,0.0005,,,,,,,,,,,,,
DataValue,6.12,0.0005,,,,,,,,,,,,,
DataValue,6.14,0.00050004,,,,,,,,,,,,,
DataValue,6.16,0.00050002,,,,,,,,,,,,,
DataValue,6.18,0.00050002,,,,,,,,,,,,,
DataValue,6.2,0.0005,,,,,,,,,,,,,
DataValue,6.22,0.00050002,,,,,,,,,,,,,
DataValue,6.24,0.00050002,,,,,,,,,,,,,
DataValue,6.26,0.0005,,,,,,,,,,,,,
DataValue,6.28,0.00050002,,,,,,,,,,,,,
DataValue,6.3,0.00050004,,,,,,,,,,,,,
DataValue,6.32,0.00050002,,,,,,,,,,,,,
DataValue,6.34,0.00050002,,,,,,,,,,,,,
DataValue,6.36,0.00050002,,,,,,,,,,,,,
DataValue,6.38,0.00050002,,,,,,,,,,,,,
DataValue,6.4,0.00050002,,,,,,,,,,,,,
DataValue,6.42,0.00050004,,,,,,,,,,,,,
DataValue,6.44,0.00050002,,,,,,,,,,,,,
DataValue,6.46,0.00050002,,,,,,,,,,,,,
DataValue,6.48,0.00050002,,,,,,,,,,,,,
DataValue,6.5,0.0005,,,,,,,,,,,,,
DataValue,6.52,0.0005,,,,,,,,,,,,,
DataValue,6.54,0.00050002,,,,,,,,,,,,,
DataValue,6.56,0.00050004,,,,,,,,,,,,,
DataValue,6.58,0.00050002,,,,,,,,,,,,,
DataValue,6.6,0.00050002,,,,,,,,,,,,,
DataValue,6.62,0.0005,,,,,,,,,,,,,
DataValue,6.64,0.00050004,,,,,,,,,,,,,
DataValue,6.66,0.00050002,,,,,,,,,,,,,
DataValue,6.68,0.00050002,,,,,,,,,,,,,
DataValue,6.7,0.0005,,,,,,,,,,,,,
DataValue,6.72,0.00050004,,,,,,,,,,,,,
DataValue,6.74,0.00050002,,,,,,,,,,,,,
DataValue,6.76,0.00050004,,,,,,,,,,,,,
DataValue,6.78,0.00050004,,,,,,,,,,,,,
DataValue,6.8,0.0005,,,,,,,,,,,,,
DataValue,6.82,0.00050002,,,,,,,,,,,,,
DataValue,6.84,0.0005,,,,,,,,,,,,,
DataValue,6.86,0.00050002,,,,,,,,,,,,,
DataValue,6.88,0.00050002,,,,,,,,,,,,,
DataValue,6.9,0.00050004,,,,,,,,,,,,,
DataValue,6.92,0.0005,,,,,,,,,,,,,
DataValue,6.94,0.00050002,,,,,,,,,,,,,
DataValue,6.96,0.00050004,,,,,,,,,,,,,
DataValue,6.98,0.00050002,,,,,,,,,,,,,
DataValue,7,0.00050002,,,,,,,,,,,,,
DataValue,7.02,0.00050002,,,,,,,,,,,,,
DataValue,7.04,0.00050002,,,,,,,,,,,,,
DataValue,7.06,0.00050002,,,,,,,,,,,,,
DataValue,7.08,0.00050004,,,,,,,,,,,,,
DataValue,7.1,0.00050002,,,,,,,,,,,,,
DataValue,7.12,0.00050004,,,,,,,,,,,,,
DataValue,7.14,0.0005,,,,,,,,,,,,,
DataValue,7.16,0.00050002,,,,,,,,,,,,,
DataValue,7.18,0.00050002,,,,,,,,,,,,,
DataValue,7.2,0.00050002,,,,,,,,,,,,,
DataValue,7.22,0.0005,,,,,,,,,,,,,
DataValue,7.24,0.00050002,,,,,,,,,,,,,
DataValue,7.26,0.00050002,,,,,,,,,,,,,
DataValue,7.28,0.0005,,,,,,,,,,,,,
DataValue,7.3,0.0005,,,,,,,,,,,,,
DataValue,7.32,0.00050002,,,,,,,,,,,,,
DataValue,7.34,0.00050002,,,,,,,,,,,,,
DataValue,7.36,0.00050002,,,,,,,,,,,,,
DataValue,7.38,0.00050002,,,,,,,,,,,,,
DataValue,7.4,0.00050004,,,,,,,,,,,,,
DataValue,7.42,0.00050002,,,,,,,,,,,,,
DataValue,7.44,0.00050002,,,,,,,,,,,,,
DataValue,7.46,0.00050002,,,,,,,,,,,,,
DataValue,7.48,0.0005,,,,,,,,,,,,,
DataValue,7.5,0.00050004,,,,,,,,,,,,,
DataValue,7.52,0.0005,,,,,,,,,,,,,
DataValue,7.54,0.00050004,,,,,,,,,,,,,
DataValue,7.56,0.00050002,,,,,,,,,,,,,
DataValue,7.58,0.0005,,,,,,,,,,,,,
DataValue,7.6,0.00050002,,,,,,,,,,,,,
DataValue,7.62,0.00050004,,,,,,,,,,,,,
DataValue,7.64,0.00050004,,,,,,,,,,,,,
DataValue,7.66,0.00050002,,,,,,,,,,,,,
DataValue,7.68,0.0005,,,,,,,,,,,,,
DataValue,7.7,0.0005,,,,,,,,,,,,,
DataValue,7.72,0.00050002,,,,,,,,,,,,,
DataValue,7.74,0.0005,,,,,,,,,,,,,
DataValue,7.76,0.0005,,,,,,,,,,,,,
DataValue,7.78,0.00050002,,,,,,,,,,,,,
DataValue,7.8,0.00050002,,,,,,,,,,,,,
DataValue,7.82,0.00050004,,,,,,,,,,,,,
DataValue,7.84,0.00050002,,,,,,,,,,,,,
DataValue,7.86,0.00050002,,,,,,,,,,,,,
DataValue,7.88,0.00050002,,,,,,,,,,,,,
DataValue,7.9,0.00050004,,,,,,,,,,,,,
DataValue,7.92,0.00050002,,,,,,,,,,,,,
DataValue,7.94,0.00050002,,,,,,,,,,,,,
DataValue,7.96,0.00050004,,,,,,,,,,,,,
DataValue,7.98,0.00050002,,,,,,,,,,,,,
DataValue,8,0.00050002,,,,,,,,,,,,,
DataValue,8.02,0.00050002,,,,,,,,,,,,,
DataValue,8.04,0.00050002,,,,,,,,,,,,,
DataValue,8.06,0.00050002,,,,,,,,,,,,,
DataValue,8.08,0.00050002,,,,,,,,,,,,,
DataValue,8.1,0.00050002,,,,,,,,,,,,,
DataValue,8.12,0.00050002,,,,,,,,,,,,,
DataValue,8.14,0.00050002,,,,,,,,,,,,,
DataValue,8.16,0.0005,,,,,,,,,,,,,
DataValue,8.18,0.00050002,,,,,,,,,,,,,
DataValue,8.2,0.00050004,,,,,,,,,,,,,
DataValue,8.22,0.00050002,,,,,,,,,,,,,
DataValue,8.24,0.00050004,,,,,,,,,,,,,
DataValue,8.26,0.00050004,,,,,,,,,,,,,
DataValue,8.28,0.0005,,,,,,,,,,,,,
DataValue,8.3,0.00050004,,,,,,,,,,,,,
DataValue,8.32,0.00050002,,,,,,,,,,,,,
DataValue,8.34,0.0005,,,,,,,,,,,,,
DataValue,8.36,0.00050002,,,,,,,,,,,,,
DataValue,8.38,0.00050004,,,,,,,,,,,,,
DataValue,8.4,0.00050004,,,,,,,,,,,,,
DataValue,8.42,0.00050004,,,,,,,,,,,,,
DataValue,8.44,0.00050004,,,,,,,,,,,,,
DataValue,8.46,0.00050002,,,,,,,,,,,,,
DataValue,8.48,0.00050002,,,,,,,,,,,,,
DataValue,8.5,0.00050004,,,,,,,,,,,,,
DataValue,8.52,0.00050002,,,,,,,,,,,,,
DataValue,8.54,0.0005,,,,,,,,,,,,,
DataValue,8.56,0.00050002,,,,,,,,,,,,,
DataValue,8.58,0.00050004,,,,,,,,,,,,,
DataValue,8.6,0.00050002,,,,,,,,,,,,,
DataValue,8.62,0.0005,,,,,,,,,,,,,
DataValue,8.64,0.00050002,,,,,,,,,,,,,
DataValue,8.66,0.00050002,,,,,,,,,,,,,
DataValue,8.68,0.00050002,,,,,,,,,,,,,
DataValue,8.7,0.00050002,,,,,,,,,,,,,
DataValue,8.72,0.00050002,,,,,,,,,,,,,
DataValue,8.74,0.00050002,,,,,,,,,,,,,
DataValue,8.76,0.00050002,,,,,,,,,,,,,
DataValue,8.78,0.00050002,,,,,,,,,,,,,
DataValue,8.8,0.00050002,,,,,,,,,,,,,
DataValue,8.82,0.00050002,,,,,,,,,,,,,
DataValue,8.84,0.00050002,,,,,,,,,,,,,
DataValue,8.86,0.00050002,,,,,,,,,,,,,
DataValue,8.88,0.00050002,,,,,,,,,,,,,
DataValue,8.9,0.0005,,,,,,,,,,,,,
DataValue,8.92,0.0005,,,,,,,,,,,,,
DataValue,8.94,0.00050002,,,,,,,,,,,,,
DataValue,8.96,0.0005,,,,,,,,,,,,,
DataValue,8.98,0.00050002,,,,,,,,,,,,,
DataValue,9,0.00050002,,,,,,,,,,,,,
DataValue,9.02,0.0005,,,,,,,,,,,,,
DataValue,9.04,0.00050002,,,,,,,,,,,,,
DataValue,9.06,0.00050002,,,,,,,,,,,,,
DataValue,9.08,0.00050004,,,,,,,,,,,,,
DataValue,9.1,0.0005,,,,,,,,,,,,,
DataValue,9.12,0.00050002,,,,,,,,,,,,,
DataValue,9.14,0.00050002,,,,,,,,,,,,,
DataValue,9.16,0.00050002,,,,,,,,,,,,,
DataValue,9.18,0.00050002,,,,,,,,,,,,,
DataValue,9.2,0.00050002,,,,,,,,,,,,,
DataValue,9.22,0.00050002,,,,,,,,,,,,,
DataValue,9.24,0.00050002,,,,,,,,,,,,,
DataValue,9.26,0.00050002,,,,,,,,,,,,,
DataValue,9.28,0.00050002,,,,,,,,,,,,,
DataValue,9.3,0.00050002,,,,,,,,,,,,,
DataValue,9.32,0.00050004,,,,,,,,,,,,,
DataValue,9.34,0.00050002,,,,,,,,,,,,,
DataValue,9.36,0.00050002,,,,,,,,,,,,,
DataValue,9.38,0.0005,,,,,,,,,,,,,
DataValue,9.4,0.00050002,,,,,,,,,,,,,
DataValue,9.42,0.0005,,,,,,,,,,,,,
DataValue,9.44,0.00050004,,,,,,,,,,,,,
DataValue,9.46,0.00050002,,,,,,,,,,,,,
DataValue,9.48,0.00050002,,,,,,,,,,,,,
DataValue,9.5,0.00050002,,,,,,,,,,,,,
DataValue,9.52,0.00050004,,,,,,,,,,,,,
DataValue,9.54,0.00050002,,,,,,,,,,,,,
DataValue,9.56,0.00050002,,,,,,,,,,,,,
DataValue,9.58,0.00050004,,,,,,,,,,,,,
DataValue,9.6,0.0005,,,,,,,,,,,,,
DataValue,9.62,0.00050002,,,,,,,,,,,,,
DataValue,9.64,0.00050002,,,,,,,,,,,,,
DataValue,9.66,0.00050002,,,,,,,,,,,,,
DataValue,9.68,0.00050002,,,,,,,,,,,,,
DataValue,9.7,0.00050002,,,,,,,,,,,,,
DataValue,9.72,0.00050002,,,,,,,,,,,,,
DataValue,9.74,0.00050004,,,,,,,,,,,,,
DataValue,9.76,0.00050002,,,,,,,,,,,,,
DataValue,9.78,0.00050004,,,,,,,,,,,,,
DataValue,9.8,0.00050002,,,,,,,,,,,,,
DataValue,9.82,0.00050002,,,,,,,,,,,,,
DataValue,9.84,0.00050002,,,,,,,,,,,,,
DataValue,9.86,0.0005,,,,,,,,,,,,,
DataValue,9.88,0.00050002,,,,,,,,,,,,,
DataValue,9.9,0.00050002,,,,,,,,,,,,,
DataValue,9.92,0.00050002,,,,,,,,,,,,,
DataValue,9.94,0.00050002,,,,,,,,,,,,,
DataValue,9.96,0.00050004,,,,,,,,,,,,,
DataValue,9.98,0.00050002,,,,,,,,,,,,,
DataValue,10,0.00050002,,,,,,,,,,,,,
DataValue,10,0.00050002,,,,,,,,,,,,,
DataValue,9.98,0.00050002,,,,,,,,,,,,,
DataValue,9.96,0.0005,,,,,,,,,,,,,
DataValue,9.94,0.00050002,,,,,,,,,,,,,
DataValue,9.92,0.00050002,,,,,,,,,,,,,
DataValue,9.9,0.00050002,,,,,,,,,,,,,
DataValue,9.88,0.0005,,,,,,,,,,,,,
DataValue,9.86,0.00050002,,,,,,,,,,,,,
DataValue,9.84,0.00050002,,,,,,,,,,,,,
DataValue,9.82,0.00050004,,,,,,,,,,,,,
DataValue,9.8,0.00050002,,,,,,,,,,,,,
DataValue,9.78,0.0005,,,,,,,,,,,,,
DataValue,9.76,0.0005,,,,,,,,,,,,,
DataValue,9.74,0.00050002,,,,,,,,,,,,,
DataValue,9.72,0.00050004,,,,,,,,,,,,,
DataValue,9.7,0.00050002,,,,,,,,,,,,,
DataValue,9.68,0.00050002,,,,,,,,,,,,,
DataValue,9.66,0.00050002,,,,,,,,,,,,,
DataValue,9.64,0.00050002,,,,,,,,,,,,,
DataValue,9.62,0.00050002,,,,,,,,,,,,,
DataValue,9.6,0.00050002,,,,,,,,,,,,,
DataValue,9.58,0.00050002,,,,,,,,,,,,,
DataValue,9.56,0.00050004,,,,,,,,,,,,,
DataValue,9.54,0.00050002,,,,,,,,,,,,,
DataValue,9.52,0.0005,,,,,,,,,,,,,
DataValue,9.5,0.00050002,,,,,,,,,,,,,
DataValue,9.48,0.00050002,,,,,,,,,,,,,
DataValue,9.46,0.00050002,,,,,,,,,,,,,
DataValue,9.44,0.00050002,,,,,,,,,,,,,
DataValue,9.42,0.00050002,,,,,,,,,,,,,
DataValue,9.4,0.00050002,,,,,,,,,,,,,
DataValue,9.38,0.00050004,,,,,,,,,,,,,
DataValue,9.36,0.00050002,,,,,,,,,,,,,
DataValue,9.34,0.0005,,,,,,,,,,,,,
DataValue,9.32,0.0005,,,,,,,,,,,,,
DataValue,9.3,0.00050002,,,,,,,,,,,,,
DataValue,9.28,0.00050002,,,,,,,,,,,,,
DataValue,9.26,0.00050004,,,,,,,,,,,,,
DataValue,9.24,0.00050002,,,,,,,,,,,,,
DataValue,9.22,0.00050002,,,,,,,,,,,,,
DataValue,9.2,0.00050002,,,,,,,,,,,,,
DataValue,9.18,0.0005,,,,,,,,,,,,,
DataValue,9.16,0.00050002,,,,,,,,,,,,,
DataValue,9.14,0.0005,,,,,,,,,,,,,
DataValue,9.12,0.00050002,,,,,,,,,,,,,
DataValue,9.1,0.00050002,,,,,,,,,,,,,
DataValue,9.08,0.00050002,,,,,,,,,,,,,
DataValue,9.06,0.0005,,,,,,,,,,,,,
DataValue,9.04,0.00050002,,,,,,,,,,,,,
DataValue,9.02,0.00050002,,,,,,,,,,,,,
DataValue,9,0.00050002,,,,,,,,,,,,,
DataValue,8.98,0.00050002,,,,,,,,,,,,,
DataValue,8.96,0.00050004,,,,,,,,,,,,,
DataValue,8.94,0.0005,,,,,,,,,,,,,
DataValue,8.92,0.00050004,,,,,,,,,,,,,
DataValue,8.9,0.00050002,,,,,,,,,,,,,
